id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-3730,nsmc-rtt,역겨운 주연 때문에 끝까지 못 보겠어.,소름끼치는 리드 때문에 끝까지 볼 수 없다.,1.4,0.0
boostcamp-sts-v1-train-3731,slack-sampled,더 더워지기 전에 가야겠다!!,난 가야 해!,2.8,1.0
boostcamp-sts-v1-train-3732,petition-sampled,4인 이하 사업장의 출산휴가 및 연차휴가,5인 미만 사업장 근로자에게도 연차휴가를 주세요.,1.6,0.0
boostcamp-sts-v1-train-3733,nsmc-sampled,비슷한 느낌의 영화를 찾지만 아멜리의 기분을 따라갈 수 있는 영화가 없다.,무성영화의 매력을 가르쳐준 영화. 1년 전이라고 생각하면 믿을 수가 없어요.,0.2,0.0
boostcamp-sts-v1-train-3734,nsmc-rtt,초반의 지루함을 극복한다면 멋진 시간 여행을 경험하게 될 거야!!,"초반에 지루함을 극복한다면, 멋진 시간 여행을 경험하게 될 거예요!!",4.0,1.0
boostcamp-sts-v1-train-3735,petition-rtt,누가 누구를 전문으로 합니까?,누가 누구를 전문으로 합니까?,0.6,0.0
boostcamp-sts-v1-train-3736,slack-sampled,최고지도자 등 구성원 간 공감대 형성,그것은 항상 가장 즐거운 대화의 주제이다.ㅎㅎ,1.2,0.0
boostcamp-sts-v1-train-3737,nsmc-sampled,내 인생 최고의 멜로드라마야.,내 인생 최고의 드라마야.,1.8,0.0
boostcamp-sts-v1-train-3738,nsmc-sampled,이 영화는 무엇입니까?,이 어설픈 영화는 무엇입니까?,1.6,0.0
boostcamp-sts-v1-train-3739,petition-sampled,"MB, 대선 명분 무효화",이명박 전 대통령은 이 나라를 떠나는 것이 금지야!,1.0,0.0
boostcamp-sts-v1-train-3740,slack-sampled,자동차 사고,자가 와이파이 성능 테스트..,0.0,0.0
boostcamp-sts-v1-train-3741,slack-sampled,나는 보통 따릉이를 교통수단으로 이용한다 하하하,나는 주말에 그것을 사용해 하하!,1.2,0.0
boostcamp-sts-v1-train-3742,nsmc-sampled,이런 영화가 만 개가 넘다니...,왜 이런 영화가 두더지를 넘나들까요?,2.0,0.0
boostcamp-sts-v1-train-3743,nsmc-sampled,그것은 정말 가족 영화였다.,그것은 최고의 영화였다.,1.4,0.0
boostcamp-sts-v1-train-3744,slack-sampled,몸 조심해야 해!,너 정말 열심히 일해서 푹 쉬어!,1.0,0.0
boostcamp-sts-v1-train-3745,petition-sampled,이재용 검사의 항소심 같은 경우에는 국가재판을 청구합니다.,이명박 출국금지 및 자원외교에 대한 특별조사를 청원합니다.,0.0,0.0
boostcamp-sts-v1-train-3746,slack-sampled,"오랜만에 게임, 일상, 유튜버 이야기 할 수 있어서 너무 좋았어!","음식을 시작으로 코딩, 구글 애널리틱스 등 다양한 주제로 대화를 나눌 수 있었다.",1.4,0.0
boostcamp-sts-v1-train-3747,slack-sampled,다시 한 번 우리 회사에 오신 것을 환영하며 다른 모든 분들을 환영합니다!,우리 회사에 입사하게 되어 너무 신나요!,2.2,0.0
boostcamp-sts-v1-train-3748,petition-sampled,북한 주민들이 잘 살 것이라는 희망이 있는데 우리가 노력해도 집 한 채를 마련할 수 없으니 그냥 포기하는 게 더 빠를 것이다.,주로 농촌의 빈곤층과 노인들이 이용하지만 가격은 떨어지지 않고 있다.,0.0,0.0
boostcamp-sts-v1-train-3749,petition-sampled,부채 탕감 정책에 관하여,빚 탕감에는 찬성하지만...,1.8,0.0
boostcamp-sts-v1-train-3750,petition-sampled,공인중개사 자격시험제도 개선방안 수립 요청,공인중개사 시험의 오류 심각성 해결,1.0,0.0
boostcamp-sts-v1-train-3751,petition-rtt,우리는 경찰력을 강화해야 합니다!,경찰력을 시급히 강화해야 합니다!!,4.0,1.0
boostcamp-sts-v1-train-3752,nsmc-rtt,최고!!! 누가 적이고 누가 내 편이야.,최고야!!! 누가 내 편이고 누가 내 편이야?,3.6,1.0
boostcamp-sts-v1-train-3753,petition-sampled,일회용 플라스틱이 정말 문제일까요?,휴대폰 소액결제는 없앨 수 없나요?,0.0,0.0
boostcamp-sts-v1-train-3754,petition-sampled,김현미_그녀를 교체해 주세요.,교육부 장관을 교체해 주세요.,1.2,0.0
boostcamp-sts-v1-train-3755,nsmc-sampled,어떡해! 이제 안 볼 거야. 시간 낭비다.,돈이 아깝다.,2.8,1.0
boostcamp-sts-v1-train-3756,nsmc-rtt,절대 후회하지 않을 영화 ;-),보시면 후회하실 거예요. 진짜!,1.0,0.0
boostcamp-sts-v1-train-3757,nsmc-rtt,내가 첫번째다.,최고의 드라마 나나나나,0.0,0.0
boostcamp-sts-v1-train-3758,nsmc-sampled,소지섭도 부끄럽기 짝이 없는 영화다.,우도와 소연의 매력을 보여주는 영화입니다.,0.2,0.0
boostcamp-sts-v1-train-3759,slack-sampled,만나서 정말 반가웠어요 !,시상대에 오르지 못했어요!,0.0,0.0
boostcamp-sts-v1-train-3760,petition-sampled,"대통령님, 김정숙 여사님, 다음 사항을 검토해주세요.",문 대통령과 여당이 답변해주시기 바랍니다.,2.0,0.0
boostcamp-sts-v1-train-3761,petition-sampled,"명분 없는 KBS 수신료, 왜? 억지로 걷는 거야?",현대중공업 공자 폐업 때 뉴스에 왜 안 나오나?,0.0,0.0
boostcamp-sts-v1-train-3762,nsmc-sampled,더 낮은 점수가 있나요?,점수가 너무 낮아요.,1.0,0.0
boostcamp-sts-v1-train-3763,slack-sampled,내 딸은 내가 준 가장 어려운 수학문제로 고생하고 있다.,"게다가, 세계 최고의 맛을 자랑하는 상현의 자부심",0.0,0.0
boostcamp-sts-v1-train-3764,slack-rtt,오늘의 결론: 혼자든 둘이든 행복하니 됐다~~!!,오늘의 결론: 나는 혼자든 혼자든 행복해요.,3.4,1.0
boostcamp-sts-v1-train-3765,slack-sampled,<Person>의 추천으로 내가 사용하던 뮤즈 앱이 드디어 나왔어 하하,<Person>은 이미 커뮤니케이션 f1점 97점인데 100점 이상 낼거야 봉인없이 의욕을 보인 깍두기 사건이었다.,0.4,0.0
boostcamp-sts-v1-train-3766,petition-rtt,쓰레기 수거 공익 광고를 만들어 주세요.,쓰레기 재활용을 위한 공익광고를 주세요.,3.8,1.0
boostcamp-sts-v1-train-3767,nsmc-sampled,후... 난 너와 사랑에 빠지고 있어.,에피소드 보고 있어요. 후...,0.0,0.0
boostcamp-sts-v1-train-3768,petition-sampled,박원순 서울시장님께 여쭤보고 싶습니다.,서울시장님이... 생각해 봐야 해.,1.4,0.0
boostcamp-sts-v1-train-3769,nsmc-rtt,골든 글러브? 문화적 충격 같은 것은 없었다.,황금 장갑? 문화적 충격일 뿐이지,4.0,1.0
boostcamp-sts-v1-train-3770,petition-sampled,나는 탁 트인 땅에 대한 생각에 동의한다.,토지공개념 확대 부탁드립니다.,2.0,0.0
boostcamp-sts-v1-train-3771,nsmc-sampled,같은 감독인가 싶을 정도로 절박감이 사라졌다.,실사 영화인지 궁금하다.,0.8,0.0
boostcamp-sts-v1-train-3772,petition-rtt,"댓글 아르바이트가 발견돼 페이스북, 트위터, 카카오톡 등 음란(성인, 유해) 성매매 행위를 신고하지 않은 카카오톡 고객센터와 대표에게 처벌을 요구합니다.","페이스북, 트위터, 카카오톡 등 음란물(성인·유골) 성매매·중개 신고조차 하지 않은 카카오톡 고객센터와 관리자에 대한 처벌을 요구한다.",3.6,1.0
boostcamp-sts-v1-train-3773,slack-sampled,화요일에 했어요.,일요일 밤 꿈속에서도...,0.0,0.0
boostcamp-sts-v1-train-3774,nsmc-rtt,맹목적으로 좋아하지 마라.,무턱대고 좋은 말을 하지 마라.,3.6,1.0
boostcamp-sts-v1-train-3775,nsmc-sampled,재미있고 흥미롭다.,너무 재밌고 또 보고 싶다.,2.4,0.0
boostcamp-sts-v1-train-3776,slack-sampled,너무 맛있어 ㅋㅋ,"나도 ""알라보 눔"" 좋아해.",2.6,1.0
boostcamp-sts-v1-train-3777,nsmc-sampled,이 영화가 성 티디엔이 나오는 영화인가요?,마더에 나온 그 할머니 맞죠? ㅎㅎ,0.0,0.0
boostcamp-sts-v1-train-3778,petition-sampled,리비아에서 납치된 한국인들을 잊지 말아주세요.,제발. 리비아에서 납치된 한국인을 구출해 달라고 탄원합니다.,3.4,1.0
boostcamp-sts-v1-train-3779,slack-sampled,다음에 또 만나요.,다음에 배웅하자!,4.4,1.0
boostcamp-sts-v1-train-3780,slack-sampled,없어도 좋지만 오렌지를 넣는 게 최고야!,오렌지가 없으면 맛이 없나요?,1.8,0.0
boostcamp-sts-v1-train-3781,slack-sampled,오늘 모든 금메달을 다 따요!,다른 사람 만나자. 떠나자.,0.0,0.0
boostcamp-sts-v1-train-3782,slack-rtt,방금 들어오신 분들은...●●●식당신이시군요.,지금 오는 사람은 식당 주인이어야 한다.,2.4,0.0
boostcamp-sts-v1-train-3783,slack-rtt,"와, 예쁜 꽃들이 기대되네요.","와, 아름다운 꽃들이 기대되네요.",4.0,1.0
boostcamp-sts-v1-train-3784,petition-sampled,나는 소년법의 폐지를 강력히 요구한다.,저는 소년법 폐지를 신청합니다.,3.6,1.0
boostcamp-sts-v1-train-3785,nsmc-sampled,"견자단 형... 왜 그렇게 녹슬었어? ""T""",올 아메리칸... 넌 정말 훌륭한 연주자였어!,0.0,0.0
boostcamp-sts-v1-train-3786,slack-sampled,준비해주신 모든 분들께 감사드립니다!,이분들은 제외해주시고 아래 2명 추가 요청합니다!,0.0,0.0
boostcamp-sts-v1-train-3787,slack-sampled,문이 안 열려... ㅋㅋㅋ,나는 자다가 깼다.,0.0,0.0
boostcamp-sts-v1-train-3788,slack-rtt,너 왜 이렇게 귀여워?,너 왜 이렇게 귀여워?,4.0,1.0
boostcamp-sts-v1-train-3789,petition-sampled,우리는 미세먼지 논의를 중단해서는 안 된다.,안녕하세요. 미세먼지 방지 대책을 고민하고 있습니다.,1.8,0.0
boostcamp-sts-v1-train-3790,slack-rtt,(신발 꼭 신으세요),(신발을 꼭 신으세요.),3.4,1.0
boostcamp-sts-v1-train-3791,nsmc-sampled,시네필이라면 꼭 봐야 할 영화야!,아이들이 꼭 봐야 할 영화!,0.6,0.0
boostcamp-sts-v1-train-3792,nsmc-rtt,"감정의 뼈로 인한 마음의 주름이든, 세월의 흔적을 보이는 얼굴의 주름이든 인위적으로 펼치면 부자연스러움을 피할 수 없다.","감정이 풀려서 생긴 마음의 주름이든, 세월의 흔적이 보이는 얼굴의 주름이든 인위적으로 무리하게 늘어나면 부자연스러울 수밖에 없다.",3.8,1.0
boostcamp-sts-v1-train-3793,slack-rtt,F1! 오늘 속도가 좀 무섭긴 한데... 규칙을 설명해주세요 kk,"F1!! 오늘 속도는 조금 무섭지만, 다음에 규칙을 설명해 주세요.",4.0,1.0
boostcamp-sts-v1-train-3794,slack-sampled,요청받으면 내용 공유해주세요!,더 좋은 아이디어가 있으면 댓글로 남겨주세요!,0.0,0.0
boostcamp-sts-v1-train-3795,petition-sampled,국회의원 사퇴 시 선거비용 보상,고위공직자(구청장)는 기혼여성 및 10년 이상 불륜관계를 구속기소 처분해야 한다.,0.0,0.0
boostcamp-sts-v1-train-3796,petition-sampled,청소년 보호법을 개정해 주세요.,청소년 보호법을 폐지해 주세요.,2.0,0.0
boostcamp-sts-v1-train-3797,slack-sampled,다음에 또 봐요.,나중에 따로 봐요!!,3.2,1.0
boostcamp-sts-v1-train-3798,slack-rtt,너무 빨리 지나가서 아쉽다.,내가 뒤떨어져서 아쉽다.,0.8,0.0
boostcamp-sts-v1-train-3799,petition-sampled,"""심신미약하다""는 말로 처벌을 줄여서는 안 된다.","생명을 위협하는 욕설, 전화, 미행 등 위협을 해결할 법적 방법이 없어 불안하다.",0.0,0.0
boostcamp-sts-v1-train-3800,petition-rtt,포항 지진 피해에 대한 적절한 조치를 취해주시기 바랍니다.,포항 지진으로 인한 피해에 대해 적절한 조치를 취해주시기 바랍니다.,3.6,1.0
boostcamp-sts-v1-train-3801,petition-sampled,몸 전체를 수술하지 마세요. 그냥 아픈 곳에서 수술해.,나는 군인들이 군병원이 아닌 종합병원에서 치료받기를 원한다.,0.2,0.0
boostcamp-sts-v1-train-3802,nsmc-sampled,그들은 그것을 볼 것이다. 재밌대요?,이거 영화야?!,0.0,0.0
boostcamp-sts-v1-train-3803,nsmc-rtt,하지만 지루해...,하지만 지루해...,4.0,1.0
boostcamp-sts-v1-train-3804,petition-rtt,나는 문재인의 회장에게 사임할 것을 간청한다.,문재인 대통령은 그의 사임을 요구하고 있다.,2.0,0.0
boostcamp-sts-v1-train-3805,slack-sampled,너는 당근을 좋아하니?,나는 이 리뷰들이 좋아 하하하.,0.4,0.0
boostcamp-sts-v1-train-3806,slack-sampled,따뜻한 환영에 감사드립니다!,환영해 주셔서 감사합니다.,2.8,1.0
boostcamp-sts-v1-train-3807,petition-rtt,영어유치원 교사를 채용할 때에는 범죄사실을 확인하는 서류수집 의무를 부과할 필요가 있다.,영어유치원 교사를 채용할 때 범죄사실확인서류를 수집해야 할 의무가 있다.,4.0,1.0
boostcamp-sts-v1-train-3808,petition-sampled,외국인을 원하면 나라를 팔 수 있다.,나라를 지키는 군인들을 위하여!!,0.0,0.0
boostcamp-sts-v1-train-3809,nsmc-sampled,파리의 연인 이후로 흥미로운 일이 생겼어,신지애는 성형하기 전에 너무 재미있었다.,0.2,0.0
boostcamp-sts-v1-train-3810,nsmc-rtt,"어렸을 때 정말 재미있게 봤어요.하, 옛날 생각이 나네",어렸을 때 정말 재미있게 봤어요. 옛날 생각이 난다.,4.2,1.0
boostcamp-sts-v1-train-3811,petition-sampled,북한과 세월호 걱정 말고 경제 챙기세요,"오직 북한, 북한...경제부터 살려야 한다.",2.0,0.0
boostcamp-sts-v1-train-3812,petition-sampled,나는 아이를 갖는 것이 두렵다.,나는 그들의 유전자가 두렵다.,0.4,0.0
boostcamp-sts-v1-train-3813,petition-rtt,공무원 언론 인터뷰어 집행 청원,대중 매체와의 인터뷰를 자제해 달라는 청원,2.0,0.0
boostcamp-sts-v1-train-3814,nsmc-rtt,그리고 새로운 에너지에 대해 너무 부정적이지 않나요?,그리고 새로운 에너지에 대해 너무 부정적이지 않습니다.,3.0,1.0
boostcamp-sts-v1-train-3815,petition-rtt,안철수의 대머리 발언은 진심 어린 사과 없이는 말할 수 없다.,안철수의 대담한 발언은 시장 후보로서 진심 어린 사과 없이는 이루어질 수 없다.,3.0,1.0
boostcamp-sts-v1-train-3816,nsmc-sampled,%가 정말 부족한 영화...,정말 말도 안되게 재미있는 영화야.,0.2,0.0
boostcamp-sts-v1-train-3817,slack-sampled,저는 11대였는데 9대입니다.,내가 알기로는 오늘이 8주차야!,0.0,0.0
boostcamp-sts-v1-train-3818,slack-rtt,ㅋㅋㅋㅋㅋ 조만간 장소를 만들어볼게,곧 자리를 마련하겠습니다.,4.0,1.0
boostcamp-sts-v1-train-3819,slack-rtt,알레르기성 비염으로 고생하고 있어요.,알레르기성 비염으로 고생하고 있어요.,4.2,1.0
boostcamp-sts-v1-train-3820,petition-rtt,장애인 보조원을 사회복지사 또는 요양보호사로 이송해주세요.,장애인 활동 보조자를 사회복지사 또는 간병인으로 통합,3.0,1.0
boostcamp-sts-v1-train-3821,nsmc-sampled,왜 나한테 키스하는 거야?,우리는 왜 이렇게 살까요?,0.0,0.0
boostcamp-sts-v1-train-3822,petition-sampled,"대통령님, 한 가지 부탁이 있습니다","대통령님, 도와주세요!",2.4,0.0
boostcamp-sts-v1-train-3823,slack-rtt,우리는 서로 많이 동의했어!,우리는 서로의 생각에 적극적으로 동의했어요!,3.8,1.0
boostcamp-sts-v1-train-3824,slack-rtt,향기가 천리로 간대요.,천리 냄새가 나니까.,1.8,0.0
boostcamp-sts-v1-train-3825,petition-sampled,우리는 청와대를 세종으로 옮겨야 한다.,청와대를 전라도로 옮겨 주세요.,1.6,0.0
boostcamp-sts-v1-train-3826,slack-sampled,팁을 알려줘서 고마워 하하,업데이트해 주셔서 감사합니다.,1.8,0.0
boostcamp-sts-v1-train-3827,petition-sampled,예멘 난민을 반대해 주세요.,제주도 예멘 난민 억류 반대 청원합니다.,3.2,1.0
boostcamp-sts-v1-train-3828,petition-sampled,내일 남북 회담의 목적,남북 정상회담에 대한 대중의 요구,1.5,0.0
boostcamp-sts-v1-train-3829,nsmc-sampled,감독님 이름에 걸맞는 영화라고 생각합니다.,나는 이것이 영화라고 생각한다.,0.4,0.0
boostcamp-sts-v1-train-3830,petition-rtt,현장에서 리저브 부츠 판매시 과태료 50만원 감면 요청합니다.,리저브 부츠 무단 판매시 약식기소 과태료 50만원 면제 부탁드립니다.,3.8,1.0
boostcamp-sts-v1-train-3831,slack-sampled,ㅋㅋㅋ '갑서'와 '갑마심'의 뉘앙스 차이를 검증했다,"영어 이름 뒤에 ''', '''ㄹ게요'''와 같은 것을 붙여야 하는지 여부.",0.0,0.0
boostcamp-sts-v1-train-3832,slack-sampled,실시간 보다 더 긴장되는 30분 주기의 발표 효과..,다트보다 더 힘들었어...,0.0,0.0
boostcamp-sts-v1-train-3833,slack-sampled,p.s. 당신은 다양한 취미를 가지고 있군요!,솜사탕. 아주 똑똑하다.,0.0,0.0
boostcamp-sts-v1-train-3834,slack-rtt,당신이 이 서류를 가지고 있다면 홍콩으로 돌아갈 때 호텔에서 7일만 격리하면 됩니다.,이 서류는 홍콩으로 돌아가면 7일 동안만 호텔에서 격리하면 됩니다.,4.6,1.0
boostcamp-sts-v1-train-3835,petition-sampled,민주당은 남북경협이 황금거위라는 것을 알고 있는가.,문재인 대통령은 한국이 지금 선진국이라고 생각하나요?,0.0,0.0
boostcamp-sts-v1-train-3836,petition-rtt,콜센터의 내부 환경을 개선해 주세요.,콜센터의 내부 환경을 개선해 주세요.,4.4,1.0
boostcamp-sts-v1-train-3837,petition-sampled,문 정부가 잘못한 게 뭐냐... 수정해야 합니다.,대통령의 지지율이 문제다.민주당의 심연.,1.0,0.0
boostcamp-sts-v1-train-3838,petition-sampled,태풍이 사상자를 내기 전에,태풍이 인명피해를 일으키기 전에 국민의 안전에 대해 생각해주시기 바랍니다.,2.2,0.0
boostcamp-sts-v1-train-3839,petition-sampled,드루킹 특검을 부르겠습니다,드루킹 특검을 제안해 보자.,3.5,1.0
boostcamp-sts-v1-train-3840,nsmc-sampled,당신은 바다에서 올라오는 이유가 있나요?,당신은 후안무치라는 단어를 알기나 하나요?,0.0,0.0
boostcamp-sts-v1-train-3841,nsmc-rtt,정말 사랑스러운 브리짓이군...,브리짓은 정말 귀엽다.,2.2,0.0
boostcamp-sts-v1-train-3842,petition-sampled,문재인에 대한 요청,내가 대통령에게 하고 싶은 말,3.5,1.0
boostcamp-sts-v1-train-3843,nsmc-rtt,미성숙한 마약 중독자의 엄마는...의붓언니... 천재 피아니스트의 힘든 삶은...영화 속 상황과 스토리 전개는 그 자체로 산만하다.,미성숙한 마약 중독자 엄마... 이복동생... 천재 피아니스트의 힘든 삶은... 영화의 상황과 전개 자체가 나를 산만하게 한다.,3.6,1.0
boostcamp-sts-v1-train-3844,petition-rtt,제가 정말 존경하는 이국종 아주대병원 교수님께서 조금이라도 근무환경이 개선되고 몸도 돌볼 수 있도록 정부에서 지원해 주셨으면 한다.,정부가 이국종 아주대병원 교수를 지원해주길 바란다.,3.0,1.0
boostcamp-sts-v1-train-3845,slack-rtt,우리는 그 게임에 대해 이야기하는 것이 정말 재미있었어!,그것은 매우 재미있는 게임 이야기로 시작되었습니다!,3.8,1.0
boostcamp-sts-v1-train-3846,slack-sampled,저는 양재인데 접근성이 좋아요!,잘 지냅니다.,0.8,0.0
boostcamp-sts-v1-train-3847,nsmc-rtt,당신은 이 영화를 꼭 봐야 합니다.,너는 이 영화를 꼭 봐야 한다.,5.0,1.0
boostcamp-sts-v1-train-3848,slack-sampled,그것 말고도 이런저런 이야기를 할 수 있어서 좋았어!,요즘 내가 관심있는 것들에 대해 이야기 할 수 있어서 좋았다 왜냐하면 1과 5 같은 느낌이다.,3.0,1.0
boostcamp-sts-v1-train-3849,petition-rtt,부동산 중 친목회라는 민간단체를 조직하여 이를 빌미로 신규 부동산의 진입을 방해하고 기존 부동산과의 공동중개를 심각하게 훼손하는 행위,부동산간의 친목이라는 민간조직을 구성하여 신규 부동산의 진입을 막는다는 명목으로 기존 부동산과의 공동중개업 등에 심각한 피해를 주는 행위,4.2,1.0
boostcamp-sts-v1-train-3850,petition-rtt,제2종 운전면허 시험 제도의 개선이 시급하다,- 운전면허 2종 일반면허제도 개선 바란다,3.2,1.0
boostcamp-sts-v1-train-3851,slack-sampled,"혼자 사는 이야기, 체력 강화 운동 등 우리는 많은 대화를 나눴어!","우리는 우리가 어디에 살고 어디에 살고 있는지, 심지어 인턴 팁에 대해 많은 이야기를 나눴어!",1.6,0.0
boostcamp-sts-v1-train-3852,petition-rtt,중국발 미세먼지,중국발 미세먼지,4.2,1.0
boostcamp-sts-v1-train-3853,petition-rtt,검찰은 조 에밀리 리 가족 수사만 보고할 것인가?,검찰이 조 에밀리 리 가족에 대해서만 보고할 것인가?,2.0,0.0
boostcamp-sts-v1-train-3854,nsmc-sampled,이게 웬 망신이야?. 진심으로,"후후... 내가 한다고 해도, 그건 너무 심해요.",0.6,0.0
boostcamp-sts-v1-train-3855,petition-sampled,JTBC 스포일러로 두 언니 보여주세요.,무궁화 좀 더 심으세요...,0.0,0.0
boostcamp-sts-v1-train-3856,slack-sampled,그냥 마시자마자 물로 채워요 ㅋㅋ,나는 기본적인 것들만 만들었어 ㅋㅋㅋ,0.0,0.0
boostcamp-sts-v1-train-3857,nsmc-sampled,가벼운 영화치고는 별로야.,영화 코드가 안 좋으면.,0.8,0.0
boostcamp-sts-v1-train-3858,petition-sampled,지금부터 우리 국민은 김정은에게 절을 해야 한다.,부모는 유아교육 전문가에 의해 자녀 교육을 받을 의무와 권리가 있다.,0.0,0.0
boostcamp-sts-v1-train-3859,slack-sampled,나는 등산을 해보고 싶었다. 좋은 기회를 주셔서 감사합니다.ㅎㅎ,나도 가고 싶었는데 너무 슬퍼.,0.0,0.0
boostcamp-sts-v1-train-3860,nsmc-sampled,마지막 회인 줄 몰랐는데 끝났어요.,나는 정말 시간 가는 줄 몰랐다.,1.2,0.0
boostcamp-sts-v1-train-3861,slack-sampled,잘 자랄까요?,제가 감사하다고 말할 수 있을까요?,0.0,0.0
boostcamp-sts-v1-train-3862,slack-sampled,"오, 세상에!","세상에, 이걸 실시간으로 보고하다니!ㅋㅋㅋ",0.4,0.0
boostcamp-sts-v1-train-3863,nsmc-sampled,친구가 추천해줘서 봤어요. 속았다.,교수님이 추천해 주셔서 봤어요.재밌게 봤어요.,0.8,0.0
boostcamp-sts-v1-train-3864,petition-rtt,"이력서/면접에서 결혼 여부, 부모의 학력, 직책, 체중, 키 등 직업과 무관한 질문을 하는 것은 법적으로 금지되어 있습니다.","이력서/면접에서 결혼 여부, 부모의 학력, 직책, 체중, 키 등 직무 관련 질문을 하는 것은 법적으로 금지되어 있다.",4.0,1.0
boostcamp-sts-v1-train-3865,nsmc-sampled,MC 때문에 스태프분들이 많이 힘드시겠어요.,"스텝업이나 스트리트 댄스, 만약 당신이 그것을 보는 것을 즐겼다면, 멈춰라.",0.0,0.0
boostcamp-sts-v1-train-3866,slack-sampled,우리는 현재 참여 기업을 모집하고 있습니다.,그리고 아래와 같이 유튜브도 운영하고 있습니다.,0.0,0.0
boostcamp-sts-v1-train-3867,nsmc-sampled,그것은 로빈 윌리엄스의 것이고 훌륭하지 않았다.,내가 에이스가 될 거야.,0.0,0.0
boostcamp-sts-v1-train-3868,petition-sampled,정부 정책의 풍선효과에 대한 통제를 높여주세요.,불편한 컨테이너의 정책 참여 과정의 투명성,0.0,0.0
boostcamp-sts-v1-train-3869,petition-sampled,나는 동물 학대를 강력하게 처벌하고 싶다.,사기를 강력하게 처벌할 수 있도록 법 개정을 부탁드립니다.,0.2,0.0
boostcamp-sts-v1-train-3870,slack-sampled,탁아소를 추가할 수 있나요?,여기 자료가 공개되었나요?,0.2,0.0
boostcamp-sts-v1-train-3871,nsmc-rtt,유럽 스릴러 영화의 가장 큰 장점은 다음 장면이 어떻게 그려질지 모를 무서운 긴장감이다.,유럽 스릴러 영화의 가장 큰 장점은 다음 장면이 어떻게 그려질지 상상할 수 없을 정도로 오싹한 긴장감이 감돌고 있다는 점이라고 생각한다.,3.6,1.0
boostcamp-sts-v1-train-3872,petition-sampled,위헌 종교인 과세 시행 전 개정 요청,로또에는 이중과세도 있다. 그것은 위헌이다.,0.2,0.0
boostcamp-sts-v1-train-3873,petition-sampled,나는 인터넷 실명제가 시급하다고 생각한다.,국민청원 실명제 도입이 필요하다.,1.8,0.0
boostcamp-sts-v1-train-3874,petition-sampled,트럭 번호판의 진입,트럭 운송 시스템을 폐지하십시오.,1.0,0.0
boostcamp-sts-v1-train-3875,nsmc-sampled,나는 폐지에 박수를 보낸다!!!,당신의 지나친 폐지에 박수를 보냅니다!,3.4,1.0
boostcamp-sts-v1-train-3876,nsmc-rtt,연출력이 없는 영화,움직임이 없는 영화,4.4,1.0
boostcamp-sts-v1-train-3877,petition-sampled,나는 이 땅의 버려진 애국자들의 후손들을 방치하는 것은 역사의 죄라고 생각한다.,경기도민의 삶을 책임지는 도지사에게 해를 끼치겠다고 경기도민을 협박하는 꼴이다.,0.0,0.0
boostcamp-sts-v1-train-3878,nsmc-rtt,아만다만이 눈에 띈다.,아만다는 눈에 띈다.,3.2,1.0
boostcamp-sts-v1-train-3879,nsmc-sampled,참을 수가 없어...오글거리는,많이 흘렸어요. 오글거려요.,2.0,0.0
boostcamp-sts-v1-train-3880,nsmc-sampled,이 영화도 정말 재미있었다.,이 영화는 정말 재미있을 것 같아요.,1.4,0.0
boostcamp-sts-v1-train-3881,slack-rtt,오랜만에 'Walking on your hand'를 해봤는데 잘 되네요.,"친구야, 오랜만에 '손바닥 위를 걷는다'를 했어.",1.0,0.0
boostcamp-sts-v1-train-3882,slack-rtt,참고하시고 인턴들이 저희와 함께 일하면서 성장하고 최고의 경험을 할 수 있도록 잘 부탁드립니다.,우리 인턴들은 기하급수적으로 성장하고 우리와 함께 일하는 동안 최고의 경험을 할 것이라는 것을 알아두시기 바랍니다.,3.6,1.0
boostcamp-sts-v1-train-3883,slack-rtt,"네가 시간이 있을 때, 건국대학교 호수 벤치에 같이 가자!",헤헤 시간되면 같이 호수 벤치에 가자!!!,4.0,1.0
boostcamp-sts-v1-train-3884,nsmc-sampled,인생에 대한 깊은 통찰력,죽음에 대한 진지한 조사,1.2,0.0
boostcamp-sts-v1-train-3885,slack-rtt,나는 먹어야 합니다.,나는 먹어야 합니다.,3.2,1.0
boostcamp-sts-v1-train-3886,nsmc-sampled,"와, 초등학교 때 봤는데 건물을 부순 기억밖에 없어요.",나 이거 초등학교때 봤어 ㅋㅋ,2.2,0.0
boostcamp-sts-v1-train-3887,petition-sampled,체육특기자 병역면제 방식 변경,군 면제자 고용 및 시간제 고용에 대한 인식 개선을 위한 청원,0.4,0.0
boostcamp-sts-v1-train-3888,slack-sampled,요즘 좀 힘든 것 같아요.,"나도 아마 참여하기 어려울 거야 ""T""",0.0,0.0
boostcamp-sts-v1-train-3889,nsmc-sampled,평범한 영화를 만들 수 없는 구로사와의 재능!,한국 로맨스의 시작이라고 할 수 있는 향수를 불러일으키는 영화.,0.0,0.0
boostcamp-sts-v1-train-3890,nsmc-sampled,이준기의 연기가 돋보였고 재미있었다.,그녀의 연기는 조금 어색했지만 재미있었다.,1.2,0.0
boostcamp-sts-v1-train-3891,nsmc-rtt,두 주인공 말고도 인간관계 지도는 모두 틀렸다.,두 인물의 관계도 엇갈린다.,0.6,0.0
boostcamp-sts-v1-train-3892,slack-sampled,역시 시작은... 워크숍 리마인더 타임을 가졌습니다!,워크숍으로 시작하는 게 너무 재미있었어요.,2.6,1.0
